Speed
0
0
0
0
0
0
0
0
0
0
0
0
0.05555555556
0.4722222222
1.5
2.75
3.638888889
4.694444444
6.027777778
7.222222222
7.638888889
7.805555556
7.861111111
8
8.083333333
8.555555556
8.861111111
9.472222222
10.16666667
10.86111111
11.47222222
11.80555556
12.02777778
12.19444444
12.33333333
12.36111111
12.27777778
11.86111111
11.08333333
10.27777778
9.611111111
8.972222222
8.055555556
6.972222222
6.166666667
5.805555556
5.666666667
5.416666667
5.111111111
4.944444444
4.944444444

